Age group,Applicant type,Domicile,Gender,Reference point,Status,Year,Applicants
25-29,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2021,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2012,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2012,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2013,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2013,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2014,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2014,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2015,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2015,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2016,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2017,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2017,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2018,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2019,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2019,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2020,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2020,10
30-34,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2021,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2012,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2012,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2013,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2015,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2015,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2016,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2017,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2017,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2018,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2020,10
35 and over,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2020,10
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2012,300
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2012,200
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2012,100
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2013,300
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2013,190
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2013,110
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2014,280
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2014,180
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2014,100
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2015,320
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2015,200
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2015,120
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2016,290
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2016,180
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2016,110
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2017,320
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2017,180
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2017,140
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2018,380
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2018,220
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2018,160
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2019,400
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2019,210
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2019,190
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2020,510
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2020,340
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2020,180
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,All,2021,180
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Other (Direct to Clearing),2021,110
All,Direct to Clearing,EU (excluding UK),Women,JCQ+6,Placed (Direct to Clearing),2021,70
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2012,20
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2012,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2012,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2013,20
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2013,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2013,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2014,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2014,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2014,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2015,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2015,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2016,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2016,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2017,20
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2017,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2017,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2018,20
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2018,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2018,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2019,20
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2019,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2019,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2020,30
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2020,20
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2020,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2021,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2021,10
17 and under,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2021,10
18,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2012,60
18,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2012,30
18,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2012,20
18,Direct to Clearing,EU (excluding UK),Women,JCQ+7,All,2013,60
18,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Other (Direct to Clearing),2013,30
18,Direct to Clearing,EU (excluding UK),Women,JCQ+7,Placed (Direct to Clearing),2013,30
18,All,All,Women,JCQ,All,2014,168420
18,All,All,Women,SQA results day,All,2014,168540
18,All,All,Women,JCQ,All,2015,177950
18,All,All,Women,SQA results day,All,2015,178080
18,All,All,Women,JCQ,All,2016,179920
18,All,All,Women,SQA results day,All,2016,180060
18,All,All,Women,JCQ,All,2017,180160
18,All,All,Women,SQA results day,All,2017,180310
18,All,All,Women,JCQ,All,2018,180280
18,All,All,Women,SQA results day,All,2018,180430
18,All,All,Women,JCQ,All,2019,184600
18,All,All,Women,SQA results day,All,2019,184630
18,All,All,Women,JCQ,All,2020,191300
18,All,All,Women,SQA results day,All,2020,191110
18,All,All,Women,JCQ,All,2021,206780
18,All,All,Women,SQA results day,All,2021,206780
19,All,All,Women,JCQ,All,2012,63290
19,All,All,Women,SQA results day,All,2012,63200
19,All,All,Women,JCQ,All,2013,69360
19,All,All,Women,SQA results day,All,2013,69210
19,All,All,Women,JCQ,All,2014,72270
19,All,All,Women,SQA results day,All,2014,72110
19,All,All,Women,JCQ,All,2015,73480
19,All,All,Women,SQA results day,All,2015,73280
19,All,All,Women,JCQ,All,2016,74340
19,All,All,Women,SQA results day,All,2016,74180
19,All,All,Women,JCQ,All,2017,70410
19,All,All,Women,SQA results day,All,2017,70200
19,All,All,Women,JCQ,All,2018,68890
19,All,All,Women,SQA results day,All,2018,68660
19,All,All,Women,JCQ,All,2019,69320
19,All,All,Women,SQA results day,All,2019,69060
19,All,All,Women,JCQ,All,2020,68340
19,All,All,Women,SQA results day,All,2020,68000
19,All,All,Women,JCQ,All,2021,63320
19,All,All,Women,SQA results day,All,2021,63320
20,All,All,Women,JCQ,All,2012,26500
20,All,All,Women,SQA results day,All,2012,26340
20,All,All,Women,JCQ,All,2013,27570
20,All,All,Women,SQA results day,All,2013,27410
20,All,All,Women,JCQ,All,2014,29730
20,All,All,Women,SQA results day,All,2014,29550
20,All,All,Women,JCQ,All,2015,28890
20,All,All,Women,SQA results day,All,2015,28720
20,All,All,Women,JCQ,All,2016,28180
20,All,All,Women,SQA results day,All,2016,27990
20,All,All,Women,JCQ,All,2017,27360
20,All,All,Women,SQA results day,All,2017,27190
20,All,All,Women,JCQ,All,2018,26270
20,All,All,Women,SQA results day,All,2018,26110
20,All,All,Women,JCQ,All,2019,25840
20,All,All,Women,SQA results day,All,2019,25630
20,All,All,Women,JCQ,All,2020,26540
20,All,All,Women,SQA results day,All,2020,26320
20,All,All,Women,JCQ,All,2021,24670
20,All,All,Women,SQA results day,All,2021,24670
21-24,All,All,Women,JCQ,All,2012,42650
21-24,All,All,Women,SQA results day,All,2012,42340
21-24,All,All,Women,JCQ,All,2013,43850
21-24,All,All,Women,SQA results day,All,2013,43540
21-24,All,All,Women,JCQ,All,2014,45340
21-24,All,All,Women,SQA results day,All,2014,45070
21-24,All,All,Women,JCQ,All,2015,45250
21-24,All,All,Women,SQA results day,All,2015,44940
21-24,All,All,Women,JCQ,All,2016,43520
21-24,All,All,Women,SQA results day,All,2016,43220
21-24,All,All,Women,JCQ,All,2017,39460
21-24,All,All,Women,SQA results day,All,2017,39150
21-24,All,All,Women,JCQ,All,2018,38330
21-24,All,All,Women,SQA results day,All,2018,38000
21-24,All,All,Women,JCQ,All,2019,37230
21-24,All,All,Women,SQA results day,All,2019,36840
21-24,All,All,Women,JCQ,All,2020,38330
21-24,All,All,Women,SQA results day,All,2020,37930
21-24,All,All,Women,JCQ,All,2021,39730
21-24,All,All,Women,SQA results day,All,2021,39730
25-29,All,All,Women,JCQ,All,2012,20800
25-29,All,All,Women,SQA results day,All,2012,20660
25-29,All,All,Women,JCQ,All,2013,21360
25-29,All,All,Women,SQA results day,All,2013,21210
25-29,All,All,Women,JCQ,All,2014,22380
25-29,All,All,Women,SQA results day,All,2014,22230
25-29,All,All,Women,JCQ,All,2015,23080
25-29,All,All,Women,SQA results day,All,2015,22890
25-29,All,All,Women,JCQ,All,2016,23090
25-29,All,All,Women,SQA results day,All,2016,22940
25-29,All,All,Women,JCQ,All,2017,19720
25-29,All,All,Women,SQA results day,All,2017,19570
25-29,All,All,Women,JCQ,All,2018,18330
25-29,All,All,Women,SQA results day,All,2018,18160
25-29,All,All,Women,JCQ,All,2019,18010
25-29,All,All,Women,SQA results day,All,2019,17820
25-29,All,All,Women,JCQ,All,2020,19430
25-29,All,All,Women,SQA results day,All,2020,19170
25-29,All,All,Women,JCQ,All,2021,21470
25-29,All,All,Women,SQA results day,All,2021,21470
30-34,All,All,Women,JCQ,All,2012,12340
30-34,All,All,Women,SQA results day,All,2012,12250
30-34,All,All,Women,JCQ,All,2013,12400
30-34,All,All,Women,SQA results day,All,2013,12320
30-34,All,All,Women,JCQ,All,2014,12820
30-34,All,All,Women,SQA results day,All,2014,12730
30-34,All,All,Women,JCQ,All,2015,12870
30-34,All,All,Women,SQA results day,All,2015,12760
30-34,All,All,Women,JCQ,All,2016,12900
30-34,All,All,Women,SQA results day,All,2016,12790
30-34,All,All,Women,JCQ,All,2017,11280
30-34,All,All,Women,SQA results day,All,2017,11170
30-34,All,All,Women,JCQ,All,2018,10630
30-34,All,All,Women,SQA results day,All,2018,10520
30-34,All,All,Women,JCQ,All,2019,10570
30-34,All,All,Women,SQA results day,All,2019,10470
30-34,All,All,Women,JCQ,All,2020,11930
30-34,All,All,Women,SQA results day,All,2020,11760
30-34,All,All,Women,JCQ,All,2021,13280
30-34,All,All,Women,SQA results day,All,2021,13280
35 and over,All,All,Women,JCQ,All,2012,19400
35 and over,All,All,Women,SQA results day,All,2012,19230
35 and over,All,All,Women,JCQ,All,2013,18970
35 and over,All,All,Women,SQA results day,All,2013,18770
35 and over,All,All,Women,JCQ,All,2014,20480
35 and over,All,All,Women,SQA results day,All,2014,20280
35 and over,All,All,Women,JCQ,All,2015,20750
35 and over,All,All,Women,SQA results day,All,2015,20520
35 and over,All,All,Women,JCQ,All,2016,22060
35 and over,All,All,Women,SQA results day,All,2016,21870
35 and over,All,All,Women,JCQ,All,2017,19320
35 and over,All,All,Women,SQA results day,All,2017,19100
35 and over,All,All,Women,JCQ,All,2018,18660
35 and over,All,All,Women,SQA results day,All,2018,18440
35 and over,All,All,Women,JCQ,All,2019,19000
35 and over,All,All,Women,SQA results day,All,2019,18710
35 and over,All,All,Women,JCQ,All,2020,21590
35 and over,All,All,Women,SQA results day,All,2020,21260
35 and over,All,All,Women,JCQ,All,2021,23130
35 and over,All,All,Women,SQA results day,All,2021,23130
All,All,All,Women,JCQ,All,2012,350170
All,All,All,Women,SQA results day,All,2012,349320
All,All,All,Women,JCQ,All,2013,361970
All,All,All,Women,SQA results day,All,2013,361030
All,All,All,Women,JCQ,All,2014,377690
All,All,All,Women,SQA results day,All,2014,376780
All,All,All,Women,JCQ,All,2015,388670
All,All,All,Women,SQA results day,All,2015,387620
All,All,All,Women,JCQ,All,2016,390730
All,All,All,Women,SQA results day,All,2016,389810
All,All,All,Women,JCQ,All,2017,374700
All,All,All,Women,SQA results day,All,2017,373670
All,All,All,Women,JCQ,All,2018,369200
All,All,All,Women,SQA results day,All,2018,368170
All,All,All,Women,JCQ,All,2019,372290
All,All,All,Women,SQA results day,All,2019,370880
All,All,All,Women,JCQ,All,2020,386190
All,All,All,Women,SQA results day,All,2020,384280
All,All,All,Women,JCQ,All,2021,401180
All,All,All,Women,SQA results day,All,2021,401180
17 and under,All,EU (excluding UK),Women,JCQ,All,2012,1850
17 and under,All,EU (excluding UK),Women,SQA results day,All,2012,1850
17 and under,All,EU (excluding UK),Women,JCQ,All,2013,1870
17 and under,All,EU (excluding UK),Women,SQA results day,All,2013,1870
17 and under,All,EU (excluding UK),Women,JCQ,All,2014,2140
17 and under,All,EU (excluding UK),Women,SQA results day,All,2014,2150
17 and under,All,EU (excluding UK),Women,JCQ,All,2015,2360
17 and under,All,EU (excluding UK),Women,SQA results day,All,2015,2370
17 and under,All,EU (excluding UK),Women,JCQ,All,2016,2400
17 and under,All,EU (excluding UK),Women,SQA results day,All,2016,2410
17 and under,All,EU (excluding UK),Women,JCQ,All,2017,2470
17 and under,All,EU (excluding UK),Women,SQA results day,All,2017,2470
17 and under,All,EU (excluding UK),Women,JCQ,All,2018,2580
17 and under,All,EU (excluding UK),Women,SQA results day,All,2018,2590
17 and under,All,EU (excluding UK),Women,JCQ,All,2019,2650
17 and under,All,EU (excluding UK),Women,SQA results day,All,2019,2650
17 and under,All,EU (excluding UK),Women,JCQ,All,2020,2790
17 and under,All,EU (excluding UK),Women,SQA results day,All,2020,2790
17 and under,All,EU (excluding UK),Women,JCQ,All,2021,1970
17 and under,All,EU (excluding UK),Women,SQA results day,All,2021,1970
18,All,EU (excluding UK),Women,JCQ,All,2012,7720
18,All,EU (excluding UK),Women,SQA results day,All,2012,7740
18,All,EU (excluding UK),Women,JCQ,All,2013,8210
18,All,EU (excluding UK),Women,SQA results day,All,2013,8230
18,All,EU (excluding UK),Women,JCQ,All,2014,8750
18,All,EU (excluding UK),Women,SQA results day,All,2014,8770
18,All,EU (excluding UK),Women,JCQ,All,2015,9870
18,All,EU (excluding UK),Women,SQA results day,All,2015,9910
18,All,EU (excluding UK),Women,JCQ,All,2016,10690
18,All,EU (excluding UK),Women,SQA results day,All,2016,10730
18,All,EU (excluding UK),Women,JCQ,All,2017,10190
18,All,EU (excluding UK),Women,SQA results day,All,2017,10220
18,All,EU (excluding UK),Women,JCQ,All,2018,10670
18,All,EU (excluding UK),Women,SQA results day,All,2018,10690
18,All,EU (excluding UK),Women,JCQ,All,2019,11030
18,All,EU (excluding UK),Women,SQA results day,All,2019,11050
18,All,EU (excluding UK),Women,JCQ,All,2020,11010
18,All,EU (excluding UK),Women,SQA results day,All,2020,11010
18,All,EU (excluding UK),Women,JCQ,All,2021,7470
18,All,EU (excluding UK),Women,SQA results day,All,2021,7470
19,All,EU (excluding UK),Women,JCQ,All,2012,6840
19,All,EU (excluding UK),Women,SQA results day,All,2012,6850
19,All,EU (excluding UK),Women,JCQ,All,2013,7300
19,All,EU (excluding UK),Women,SQA results day,All,2013,7310
19,All,EU (excluding UK),Women,JCQ,All,2014,7830
19,All,EU (excluding UK),Women,SQA results day,All,2014,7840
19,All,EU (excluding UK),Women,JCQ,All,2015,8420
19,All,EU (excluding UK),Women,SQA results day,All,2015,8430
19,All,EU (excluding UK),Women,JCQ,All,2016,9080
19,All,EU (excluding UK),Women,SQA results day,All,2016,9120
19,All,EU (excluding UK),Women,JCQ,All,2017,8620
19,All,EU (excluding UK),Women,SQA results day,All,2017,8630
19,All,EU (excluding UK),Women,JCQ,All,2018,8840
19,All,EU (excluding UK),Women,SQA results day,All,2018,8840
19,All,EU (excluding UK),Women,JCQ,All,2019,9140
19,All,EU (excluding UK),Women,SQA results day,All,2019,9160
19,All,EU (excluding UK),Women,JCQ,All,2020,8900
19,All,EU (excluding UK),Women,SQA results day,All,2020,8880
19,All,EU (excluding UK),Women,JCQ,All,2021,4100
19,All,EU (excluding UK),Women,SQA results day,All,2021,4100
20,All,EU (excluding UK),Women,JCQ,All,2012,2570
20,All,EU (excluding UK),Women,SQA results day,All,2012,2570
20,All,EU (excluding UK),Women,JCQ,All,2013,2790
20,All,EU (excluding UK),Women,SQA results day,All,2013,2790
20,All,EU (excluding UK),Women,JCQ,All,2014,2960
20,All,EU (excluding UK),Women,SQA results day,All,2014,2960
20,All,EU (excluding UK),Women,JCQ,All,2015,3100
20,All,EU (excluding UK),Women,SQA results day,All,2015,3100
20,All,EU (excluding UK),Women,JCQ,All,2016,3220
20,All,EU (excluding UK),Women,SQA results day,All,2016,3220
20,All,EU (excluding UK),Women,JCQ,All,2017,3080
20,All,EU (excluding UK),Women,SQA results day,All,2017,3080
20,All,EU (excluding UK),Women,JCQ,All,2018,3090
20,All,EU (excluding UK),Women,SQA results day,All,2018,3090
20,All,EU (excluding UK),Women,JCQ,All,2019,3150
20,All,EU (excluding UK),Women,SQA results day,All,2019,3150
20,All,EU (excluding UK),Women,JCQ,All,2020,3090
20,All,EU (excluding UK),Women,SQA results day,All,2020,3080
20,All,EU (excluding UK),Women,JCQ,All,2021,1370
20,All,EU (excluding UK),Women,SQA results day,All,2021,1370
21-24,All,EU (excluding UK),Women,JCQ,All,2012,3280
21-24,All,EU (excluding UK),Women,SQA results day,All,2012,3260
21-24,All,EU (excluding UK),Women,JCQ,All,2013,3390
21-24,All,EU (excluding UK),Women,SQA results day,All,2013,3390
21-24,All,EU (excluding UK),Women,JCQ,All,2014,3380
21-24,All,EU (excluding UK),Women,SQA results day,All,2014,3370
21-24,All,EU (excluding UK),Women,JCQ,All,2015,3550
21-24,All,EU (excluding UK),Women,SQA results day,All,2015,3540
21-24,All,EU (excluding UK),Women,JCQ,All,2016,3550
21-24,All,EU (excluding UK),Women,SQA results day,All,2016,3550
21-24,All,EU (excluding UK),Women,JCQ,All,2017,3100
21-24,All,EU (excluding UK),Women,SQA results day,All,2017,3100
21-24,All,EU (excluding UK),Women,JCQ,All,2018,3150
